"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"28-Mar-2023","EQ","2,502.90","2,507.15","2,493.90","2,494.40","2,500.00","2,500.30","2,500.57","2,791.00","1,825.05","5,99,191","1,49,83,21,461.00","39,686"
"27-Mar-2023","EQ","2,480.00","2,510.00","2,466.80","2,493.35","2,494.90","2,494.40","2,496.58","2,791.00","1,825.05","7,28,727","1,81,93,22,039.60","73,023"
"24-Mar-2023","EQ","2,516.80","2,519.70","2,474.95","2,519.05","2,485.00","2,493.35","2,492.41","2,791.00","1,825.05","8,38,919","2,09,09,27,271.85","60,562"
"23-Mar-2023","EQ","2,510.00","2,528.00","2,494.05","2,508.15","2,516.80","2,519.05","2,510.89","2,791.00","1,825.05","6,10,778","1,53,35,93,571.55","49,469"
"22-Mar-2023","EQ","2,517.95","2,524.00","2,495.00","2,514.05","2,510.00","2,508.15","2,509.09","2,791.00","1,825.05","7,54,732","1,89,36,86,979.75","75,903"
"21-Mar-2023","EQ","2,475.00","2,521.55","2,468.05","2,459.95","2,507.00","2,514.05","2,506.76","2,791.00","1,825.05","16,52,107","4,14,14,32,114.85","89,897"
"20-Mar-2023","EQ","2,462.00","2,474.95","2,441.55","2,455.65","2,457.00","2,459.95","2,455.80","2,791.00","1,825.05","9,18,922","2,25,66,91,321.95","65,926"
"17-Mar-2023","EQ","2,467.15","2,474.00","2,447.40","2,450.35","2,460.00","2,455.65","2,459.97","2,791.00","1,825.05","16,25,905","3,99,96,75,317.00","1,05,032"
"16-Mar-2023","EQ","2,413.50","2,482.00","2,413.00","2,399.10","2,450.00","2,450.35","2,455.49","2,791.00","1,825.05","23,17,115","5,68,96,47,995.50","1,25,902"
"15-Mar-2023","EQ","2,380.00","2,413.85","2,379.95","2,355.60","2,400.00","2,399.10","2,398.46","2,791.00","1,825.05","16,56,307","3,97,25,87,503.00","89,980"
"14-Mar-2023","EQ","2,336.95","2,391.85","2,328.85","2,332.00","2,361.00","2,355.60","2,358.77","2,791.00","1,825.05","14,70,817","3,46,93,18,324.60","1,13,287"
"13-Mar-2023","EQ","2,372.75","2,376.95","2,321.00","2,375.50","2,339.95","2,332.00","2,344.49","2,791.00","1,825.05","6,31,722","1,48,10,67,191.05","60,325"
"10-Mar-2023","EQ","2,354.85","2,379.95","2,338.00","2,368.25","2,376.55","2,375.50","2,359.03","2,791.00","1,825.05","5,43,004","1,28,09,61,341.50","63,203"
"09-Mar-2023","EQ","2,400.80","2,407.95","2,365.00","2,397.10","2,365.00","2,368.25","2,380.24","2,791.00","1,825.05","6,01,071","1,43,06,92,247.40","51,155"
"08-Mar-2023","EQ","2,396.40","2,401.20","2,372.25","2,403.45","2,397.00","2,397.10","2,385.77","2,791.00","1,825.05","8,58,496","2,04,81,73,197.30","76,548"
"06-Mar-2023","EQ","2,412.55","2,426.40","2,392.60","2,396.10","2,403.40","2,403.45","2,407.38","2,791.00","1,825.05","6,82,556","1,64,31,70,182.65","65,316"
"03-Mar-2023","EQ","2,370.00","2,402.00","2,358.30","2,358.95","2,400.00","2,396.10","2,389.93","2,791.00","1,825.05","7,10,845","1,69,88,68,273.35","71,426"
"02-Mar-2023","EQ","2,382.35","2,394.30","2,351.75","2,382.40","2,360.00","2,358.95","2,365.22","2,791.00","1,825.05","5,29,609","1,25,26,43,413.70","61,004"
"01-Mar-2023","EQ","2,370.00","2,396.05","2,366.35","2,372.80","2,383.50","2,382.40","2,384.06","2,791.00","1,825.05","4,79,935","1,14,41,93,522.05","48,640"
"28-Feb-2023","EQ","2,401.10","2,425.00","2,363.60","2,401.00","2,370.00","2,372.80","2,392.71","2,791.00","1,825.05","14,30,349","3,42,24,12,965.40","61,885"
"27-Feb-2023","EQ","2,399.10","2,412.00","2,373.60","2,399.10","2,402.60","2,401.00","2,393.65","2,791.00","1,825.05","8,62,629","2,06,48,30,019.90","56,043"
"24-Feb-2023","EQ","2,400.00","2,413.75","2,377.95","2,394.50","2,397.05","2,399.10","2,390.46","2,791.00","1,825.05","11,45,691","2,73,87,33,983.45","59,118"
"23-Feb-2023","EQ","2,432.50","2,432.50","2,380.00","2,431.55","2,392.00","2,394.50","2,401.70","2,791.00","1,825.05","16,02,078","3,84,77,16,960.65","1,04,103"
"22-Feb-2023","EQ","2,451.95","2,462.80","2,414.40","2,463.60","2,429.95","2,431.55","2,432.68","2,791.00","1,825.05","10,98,118","2,67,13,66,572.75","92,879"
"21-Feb-2023","EQ","2,485.95","2,485.95","2,450.50","2,474.15","2,466.00","2,463.60","2,462.11","2,791.00","1,825.05","7,50,272","1,84,72,50,224.10","61,020"
"20-Feb-2023","EQ","2,500.00","2,507.25","2,466.30","2,500.30","2,478.00","2,474.15","2,484.94","2,791.00","1,825.05","4,60,090","1,14,32,94,476.40","36,989"
"17-Feb-2023","EQ","2,515.00","2,545.85","2,496.00","2,522.40","2,500.00","2,500.30","2,515.13","2,791.00","1,825.05","6,07,239","1,52,72,85,030.05","41,495"
"16-Feb-2023","EQ","2,530.00","2,545.65","2,518.10","2,524.30","2,521.00","2,522.40","2,532.53","2,791.00","1,825.05","7,04,946","1,78,52,97,203.60","46,977"
"15-Feb-2023","EQ","2,503.45","2,528.25","2,483.30","2,506.90","2,527.00","2,524.30","2,512.63","2,791.00","1,825.05","7,07,224","1,77,69,94,429.75","50,310"
"14-Feb-2023","EQ","2,528.95","2,528.95","2,480.00","2,519.05","2,507.05","2,506.90","2,503.48","2,791.00","1,825.05","8,43,477","2,11,16,30,050.55","76,561"
"13-Feb-2023","EQ","2,480.00","2,523.95","2,476.15","2,468.50","2,519.75","2,519.05","2,512.45","2,791.00","1,825.05","18,56,317","4,66,39,06,619.15","1,02,878"
"10-Feb-2023","EQ","2,452.00","2,472.00","2,442.05","2,462.55","2,470.50","2,468.50","2,458.38","2,791.00","1,825.05","5,97,337","1,46,84,79,558.60","59,950"
"09-Feb-2023","EQ","2,467.00","2,475.65","2,451.60","2,466.75","2,465.50","2,462.55","2,464.26","2,791.00","1,825.05","4,64,715","1,14,51,78,444.95","51,574"
"08-Feb-2023","EQ","2,447.00","2,480.00","2,447.00","2,446.90","2,463.55","2,466.75","2,467.67","2,791.00","1,825.05","5,39,085","1,33,02,86,215.05","40,830"
"07-Feb-2023","EQ","2,456.30","2,459.75","2,432.10","2,458.00","2,449.05","2,446.90","2,444.71","2,791.00","1,825.05","5,63,195","1,37,68,46,503.25","55,199"
"06-Feb-2023","EQ","2,474.85","2,479.95","2,447.60","2,463.10","2,456.30","2,458.00","2,462.07","2,791.00","1,825.05","10,49,075","2,58,28,97,641.75","97,074"
"03-Feb-2023","EQ","2,320.10","2,470.00","2,320.10","2,308.10","2,458.30","2,463.10","2,425.35","2,791.00","1,825.05","36,93,638","8,95,83,63,285.70","2,05,942"
"02-Feb-2023","EQ","2,341.05","2,385.00","2,269.60","2,345.90","2,325.00","2,308.10","2,336.44","2,791.00","1,825.05","17,88,381","4,17,84,41,160.95","1,14,317"
"01-Feb-2023","EQ","2,408.55","2,409.80","2,300.05","2,377.15","2,345.00","2,345.90","2,363.36","2,791.00","1,825.05","15,21,514","3,59,58,90,169.10","1,03,902"
"31-Jan-2023","EQ","2,347.00","2,386.45","2,335.65","2,335.55","2,383.00","2,377.15","2,367.90","2,791.00","1,825.05","12,52,600","2,96,60,30,261.25","90,793"
"30-Jan-2023","EQ","2,332.00","2,342.85","2,287.05","2,331.25","2,340.00","2,335.55","2,315.79","2,791.00","1,825.05","14,01,847","3,24,63,81,011.10","1,20,736"
"27-Jan-2023","EQ","2,368.40","2,368.40","2,302.60","2,356.60","2,332.00","2,331.25","2,326.44","2,791.00","1,825.05","12,38,620","2,88,15,80,875.90","1,22,600"
"25-Jan-2023","EQ","2,370.00","2,370.00","2,333.55","2,370.75","2,370.00","2,356.60","2,351.69","2,791.00","1,825.05","6,50,664","1,53,01,60,774.00","55,389"
"24-Jan-2023","EQ","2,372.50","2,390.60","2,364.00","2,364.70","2,370.00","2,370.75","2,378.29","2,791.00","1,825.05","7,14,000","1,69,81,00,471.40","61,807"
"23-Jan-2023","EQ","2,383.95","2,384.30","2,355.60","2,371.30","2,358.65","2,364.70","2,365.23","2,791.00","1,825.05","9,32,554","2,20,57,02,735.90","86,801"
"20-Jan-2023","EQ","2,389.95","2,396.95","2,353.00","2,385.05","2,374.00","2,371.30","2,372.42","2,791.00","1,825.05","12,29,902","2,91,78,43,628.90","84,004"
"19-Jan-2023","EQ","2,392.50","2,411.80","2,367.20","2,424.10","2,386.00","2,385.05","2,388.66","2,791.00","1,825.05","11,16,874","2,66,78,32,480.60","75,874"
"18-Jan-2023","EQ","2,418.00","2,429.85","2,412.80","2,407.95","2,424.40","2,424.10","2,421.82","2,791.00","1,825.05","6,01,233","1,45,60,75,594.00","47,336"
"17-Jan-2023","EQ","2,405.00","2,417.90","2,386.00","2,405.85","2,409.95","2,407.95","2,401.74","2,791.00","1,825.05","9,26,137","2,22,43,36,330.35","64,307"
"16-Jan-2023","EQ","2,428.00","2,434.80","2,392.00","2,417.20","2,401.25","2,405.85","2,404.94","2,791.00","1,825.05","7,37,012","1,77,24,67,937.90","55,159"
"13-Jan-2023","EQ","2,456.90","2,456.90","2,400.00","2,446.60","2,420.00","2,417.20","2,417.43","2,791.00","1,825.05","14,16,869","3,42,51,82,190.30","83,190"
"12-Jan-2023","EQ","2,450.00","2,475.00","2,432.00","2,437.40","2,445.00","2,446.60","2,449.08","2,791.00","1,825.05","8,74,520","2,14,17,72,011.80","66,156"
"11-Jan-2023","EQ","2,473.00","2,488.60","2,431.00","2,468.20","2,434.95","2,437.40","2,452.82","2,791.00","1,825.05","10,00,412","2,45,38,31,163.80","95,386"
"10-Jan-2023","EQ","2,495.00","2,498.70","2,456.00","2,484.65","2,464.50","2,468.20","2,474.83","2,791.00","1,825.05","9,48,787","2,34,80,82,025.70","74,548"
"09-Jan-2023","EQ","2,529.95","2,529.95","2,467.80","2,538.10","2,489.95","2,484.65","2,488.97","2,791.00","1,825.05","23,24,487","5,78,55,72,656.80","1,65,642"
"06-Jan-2023","EQ","2,560.00","2,584.40","2,517.00","2,562.10","2,537.00","2,538.10","2,540.10","2,791.00","1,825.05","8,79,019","2,23,27,92,969.20","63,800"
"05-Jan-2023","EQ","2,591.00","2,620.00","2,543.65","2,597.55","2,565.20","2,562.10","2,573.80","2,791.00","1,825.05","15,44,601","3,97,54,96,530.55","1,03,786"
"04-Jan-2023","EQ","2,618.80","2,626.25","2,585.60","2,613.60","2,592.00","2,597.55","2,600.28","2,791.00","1,825.05","8,32,054","2,16,35,76,009.00","52,788"
"03-Jan-2023","EQ","2,568.00","2,619.00","2,555.05","2,565.75","2,618.80","2,613.60","2,589.83","2,791.00","1,825.05","8,52,511","2,20,78,55,164.80","56,038"
"02-Jan-2023","EQ","2,607.00","2,616.00","2,556.80","2,597.50","2,565.35","2,565.75","2,580.93","2,791.00","1,825.05","6,97,408","1,79,99,62,334.15","48,764"
"30-Dec-2022","EQ","2,564.00","2,610.00","2,553.05","2,553.25","2,595.05","2,597.50","2,592.45","2,791.00","1,825.05","10,57,182","2,74,06,88,135.75","60,907"
"29-Dec-2022","EQ","2,555.00","2,588.85","2,542.20","2,580.15","2,553.05","2,553.25","2,556.09","2,791.00","1,825.05","15,83,143","4,04,66,50,781.50","78,805"
"28-Dec-2022","EQ","2,502.80","2,596.00","2,497.50","2,503.55","2,575.00","2,580.15","2,571.24","2,791.00","1,825.05","24,43,430","6,28,26,56,899.35","1,28,671"
"27-Dec-2022","EQ","2,498.00","2,519.90","2,485.60","2,481.10","2,502.90","2,503.55","2,504.74","2,791.00","1,825.05","7,91,283","1,98,19,57,665.75","37,709"
"26-Dec-2022","EQ","2,487.75","2,512.40","2,470.25","2,483.05","2,489.95","2,481.10","2,494.50","2,791.00","1,825.05","10,76,808","2,68,60,93,373.50","76,245"
"23-Dec-2022","EQ","2,467.65","2,505.00","2,455.00","2,483.00","2,488.00","2,483.05","2,483.69","2,791.00","1,825.05","13,10,439","3,25,47,25,803.75","76,240"
"22-Dec-2022","EQ","2,491.80","2,509.20","2,465.00","2,489.60","2,480.25","2,483.00","2,482.44","2,791.00","1,825.05","5,57,608","1,38,42,30,242.15","49,834"
"21-Dec-2022","EQ","2,515.00","2,528.00","2,481.00","2,508.15","2,490.00","2,489.60","2,499.85","2,791.00","1,825.05","5,19,326","1,29,82,37,549.10","48,020"
"20-Dec-2022","EQ","2,516.80","2,517.60","2,482.10","2,521.80","2,511.20","2,508.15","2,498.93","2,791.00","1,825.05","5,97,902","1,49,41,12,883.15","52,173"
"19-Dec-2022","EQ","2,483.20","2,525.25","2,468.70","2,482.85","2,520.25","2,521.80","2,501.35","2,791.00","1,825.05","5,72,224","1,43,13,32,714.75","45,426"
"16-Dec-2022","EQ","2,500.00","2,520.00","2,480.00","2,522.70","2,485.00","2,482.85","2,496.60","2,791.00","1,825.05","11,77,053","2,93,86,26,054.60","87,870"
"15-Dec-2022","EQ","2,585.00","2,588.65","2,514.55","2,591.10","2,520.50","2,522.70","2,543.96","2,791.00","1,825.05","12,25,728","3,11,81,97,321.65","90,387"
"14-Dec-2022","EQ","2,574.85","2,596.00","2,571.15","2,575.90","2,592.00","2,591.10","2,587.82","2,791.00","1,825.05","7,67,737","1,98,67,63,143.90","58,899"
"13-Dec-2022","EQ","2,597.40","2,600.00","2,565.00","2,584.65","2,572.40","2,575.90","2,575.55","2,791.00","1,825.05","8,32,740","2,14,47,67,348.65","63,045"
"12-Dec-2022","EQ","2,613.50","2,613.50","2,571.00","2,615.45","2,584.90","2,584.65","2,584.78","2,791.00","1,825.05","7,26,330","1,87,74,03,541.10","54,545"
"09-Dec-2022","EQ","2,597.00","2,629.90","2,567.95","2,583.50","2,609.25","2,615.45","2,597.13","2,791.00","1,825.05","9,35,047","2,42,84,37,037.15","86,754"
"08-Dec-2022","EQ","2,596.85","2,613.90","2,578.75","2,596.85","2,581.95","2,583.50","2,592.41","2,791.00","1,825.05","6,48,288","1,68,06,28,427.85","51,291"
"07-Dec-2022","EQ","2,616.30","2,623.75","2,586.70","2,617.00","2,594.50","2,596.85","2,601.46","2,791.00","1,825.05","7,12,914","1,85,46,19,363.55","64,275"
"06-Dec-2022","EQ","2,619.80","2,624.00","2,591.30","2,615.65","2,611.10","2,617.00","2,604.15","2,791.00","1,825.05","7,06,596","1,84,00,79,251.25","65,847"
"05-Dec-2022","EQ","2,629.00","2,629.95","2,589.25","2,617.90","2,614.80","2,615.65","2,607.85","2,791.00","1,825.05","7,47,114","1,94,83,60,014.80","60,334"
"02-Dec-2022","EQ","2,648.00","2,651.40","2,605.00","2,638.70","2,618.00","2,617.90","2,617.68","2,791.00","1,825.05","7,31,396","1,91,45,62,013.45","55,462"
"01-Dec-2022","EQ","2,662.00","2,665.00","2,630.00","2,653.00","2,636.95","2,638.70","2,642.90","2,791.00","1,825.05","5,39,844","1,42,67,52,820.25","40,659"
"30-Nov-2022","EQ","2,613.75","2,665.00","2,604.20","2,613.75","2,657.25","2,653.00","2,641.21","2,791.00","1,825.05","15,69,918","4,14,64,88,239.35","68,190"
"29-Nov-2022","EQ","2,597.15","2,640.00","2,595.05","2,592.25","2,612.00","2,613.75","2,621.71","2,791.00","1,825.05","8,66,621","2,27,20,30,538.45","64,382"
"28-Nov-2022","EQ","2,584.40","2,608.50","2,579.00","2,595.40","2,592.00","2,592.25","2,596.53","2,791.00","1,825.05","6,65,149","1,72,70,80,239.90","46,811"
"25-Nov-2022","EQ","2,620.00","2,620.00","2,586.00","2,610.20","2,591.25","2,595.40","2,596.47","2,791.00","1,825.05","6,33,047","1,64,36,88,452.00","45,799"
"24-Nov-2022","EQ","2,611.00","2,618.30","2,592.50","2,601.75","2,613.85","2,610.20","2,604.98","2,791.00","1,825.05","7,52,066","1,95,91,14,455.15","46,121"
"23-Nov-2022","EQ","2,614.95","2,632.50","2,590.80","2,606.20","2,591.60","2,601.75","2,617.17","2,791.00","1,825.05","9,92,873","2,59,85,16,281.20","59,217"
"22-Nov-2022","EQ","2,580.00","2,609.00","2,561.00","2,573.35","2,607.50","2,606.20","2,594.84","2,791.00","1,825.05","9,12,070","2,36,66,78,028.95","58,060"
"21-Nov-2022","EQ","2,552.00","2,578.95","2,539.65","2,565.80","2,572.00","2,573.35","2,560.52","2,791.00","1,825.05","6,29,040","1,61,06,67,512.25","44,737"
"18-Nov-2022","EQ","2,580.00","2,583.40","2,545.00","2,582.00","2,572.95","2,565.80","2,560.49","2,791.00","1,825.05","10,38,751","2,65,97,08,145.45","99,791"
"17-Nov-2022","EQ","2,638.00","2,645.00","2,576.00","2,644.30","2,583.95","2,582.00","2,592.35","2,791.00","1,825.05","12,65,647","3,28,10,02,988.30","69,687"
